03330.jpg,12334,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,195,186,177],""all_points_y"":[143,144,110,110]}",{}
03331.jpg,12267,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,195,187,177],""all_points_y"":[144,143,110,111]}",{}
03332.jpg,12287,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,195,188,177],""all_points_y"":[143,144,111,111]}",{}
03333.jpg,12287,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,195,187,177],""all_points_y"":[144,145,111,111]}",{}
03334.jpg,12260,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,195,188,178],""all_points_y"":[144,145,112,111]}",{}
03335.jpg,12229,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,194,187,178],""all_points_y"":[144,145,112,113]}",{}
03336.jpg,12214,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,196,188,177],""all_points_y"":[144,146,112,113]}",{}
03337.jpg,12205,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,196,186,178],""all_points_y"":[145,146,113,113]}",{}
03338.jpg,12199,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,196,188,178],""all_points_y"":[144,146,112,112]}",{}
03339.jpg,12150,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,197,187,178],""all_points_y"":[144,147,113,113]}",{}
03340.jpg,12148,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,187,177],""all_points_y"":[141,147,112,112]}",{}
03341.jpg,12148,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,196,187,177],""all_points_y"":[143,147,113,113]}",{}
03342.jpg,12109,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,196,187,177],""all_points_y"":[141,147,113,113]}",{}
03343.jpg,12136,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,196,187,177],""all_points_y"":[143,148,113,113]}",{}
03344.jpg,12115,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,198,187,177],""all_points_y"":[143,149,113,113]}",{}
03345.jpg,12115,{},1,0,"{""name"":""polygon"",""all_points_x"":[167,196,186,178],""all_points_y"":[143,148,113,113]}",{}
03346.jpg,12140,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,198,188,177],""all_points_y"":[143,149,113,114]}",{}
03347.jpg,12146,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,197,187,177],""all_points_y"":[143,148,113,113]}",{}
03348.jpg,12147,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,197,187,178],""all_points_y"":[145,149,114,113]}",{}
03349.jpg,12121,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,187,177],""all_points_y"":[144,148,113,113]}",{}
03350.jpg,12135,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,196,187,177],""all_points_y"":[143,148,114,115]}",{}
03351.jpg,12110,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,196,187,177],""all_points_y"":[144,149,114,114]}",{}
03352.jpg,12055,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,196,187,178],""all_points_y"":[143,148,113,113]}",{}
03353.jpg,12040,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,188,176],""all_points_y"":[142,148,113,114]}",{}
03354.jpg,11993,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,186,176],""all_points_y"":[143,148,113,114]}",{}
03355.jpg,11996,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,197,187,177],""all_points_y"":[142,149,113,114]}",{}
03356.jpg,11983,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,197,187,177],""all_points_y"":[143,147,113,113]}",{}
03357.jpg,11941,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,186,176],""all_points_y"":[142,148,114,114]}",{}
03358.jpg,11981,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,196,186,177],""all_points_y"":[142,147,114,113]}",{}
03359.jpg,11986,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,185,176],""all_points_y"":[143,148,113,113]}",{}
03360.jpg,11973,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,198,186,176],""all_points_y"":[144,149,113,113]}",{}
03361.jpg,11923,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,186,176],""all_points_y"":[144,149,112,113]}",{}
03362.jpg,11919,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,197,186,176],""all_points_y"":[144,149,113,113]}",{}
03363.jpg,11939,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,196,186,177],""all_points_y"":[144,149,113,113]}",{}
03364.jpg,11927,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,197,186,176],""all_points_y"":[143,148,113,113]}",{}
03365.jpg,11876,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,198,185,176],""all_points_y"":[143,148,112,112]}",{}
03366.jpg,11895,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,197,186,176],""all_points_y"":[143,148,113,114]}",{}
03367.jpg,11866,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,198,185,177],""all_points_y"":[144,149,112,114]}",{}
03368.jpg,11871,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,198,186,176],""all_points_y"":[143,147,112,112]}",{}
03369.jpg,11816,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,197,186,176],""all_points_y"":[144,148,112,114]}",{}
03370.jpg,11902,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,197,186,176],""all_points_y"":[143,149,113,114]}",{}
03371.jpg,11861,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,186,175],""all_points_y"":[143,148,113,114]}",{}
03372.jpg,11841,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,186,175],""all_points_y"":[143,147,113,114]}",{}
03373.jpg,11833,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,197,186,176],""all_points_y"":[143,148,113,113]}",{}
03374.jpg,11884,{},1,0,"{""name"":""polygon"",""all_points_x"":[166,197,185,176],""all_points_y"":[143,149,113,114]}",{}
03375.jpg,11901,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,186,176],""all_points_y"":[143,149,114,114]}",{}
03376.jpg,11941,{},1,0,"{""name"":""polygon"",""all_points_x"":[165,197,185,175],""all_points_y"":[144,148,112,113]}",{}
03377.jpg,11915,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,198,186,176],""all_points_y"":[144,148,112,113]}",{}
03378.jpg,11890,{},1,0,"{""name"":""polygon"",""all_points_x"":[164,198,187,175],""all_points_y"":[144,148,112,112]}",{}
03379.jpg,11882,{},1,0,"{""name"":""polygon"",""all_points_x"":[163,198,187,175],""all_points_y"":[145,148,113,113]}",{}
