003000.jpg,10401,{},1,0,"{""name"":""polygon"",""all_points_x"":[129,144,140,133],""all_points_y"":[152,155,135,135]}",{}
003001.jpg,10381,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,145,140,134],""all_points_y"":[153,156,134,134]}",{}
003002.jpg,10340,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,144,140,133],""all_points_y"":[152,155,134,134]}",{}
003003.jpg,10371,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,144,140,133],""all_points_y"":[151,155,135,135]}",{}
003004.jpg,10400,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,144,140,132],""all_points_y"":[152,155,134,134]}",{}
003005.jpg,10382,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,143,139,132],""all_points_y"":[151,154,134,134]}",{}
003006.jpg,10407,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,143,139,132],""all_points_y"":[153,155,134,134]}",{}
003007.jpg,10444,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,143,139,132],""all_points_y"":[153,154,134,135]}",{}
003008.jpg,10357,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,143,139,131],""all_points_y"":[153,155,134,134]}",{}
003009.jpg,10366,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,143,139,131],""all_points_y"":[152,155,135,135]}",{}
003010.jpg,10374,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,143,139,131],""all_points_y"":[152,154,135,135]}",{}
003011.jpg,10393,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,139,131],""all_points_y"":[152,155,134,135]}",{}
003012.jpg,10364,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,143,139,132],""all_points_y"":[152,154,135,135]}",{}
003013.jpg,10344,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,139,132],""all_points_y"":[152,155,135,134]}",{}
003014.jpg,10365,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,138,130],""all_points_y"":[153,156,135,134]}",{}
003015.jpg,10383,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,138,131],""all_points_y"":[153,155,134,134]}",{}
003016.jpg,10354,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,138,131],""all_points_y"":[152,154,134,134]}",{}
003017.jpg,10319,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,138,130],""all_points_y"":[153,155,134,134]}",{}
003018.jpg,10345,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,142,138,132],""all_points_y"":[152,154,135,134]}",{}
003019.jpg,10383,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,144,138,132],""all_points_y"":[153,156,134,134]}",{}
003020.jpg,10365,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,143,138,131],""all_points_y"":[152,155,134,133]}",{}
003021.jpg,10351,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,138,131],""all_points_y"":[152,154,134,133]}",{}
003022.jpg,10319,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,143,138,131],""all_points_y"":[153,155,134,134]}",{}
003023.jpg,10335,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,142,138,132],""all_points_y"":[152,154,134,134]}",{}
003024.jpg,10274,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,143,137,131],""all_points_y"":[152,155,134,133]}",{}
003025.jpg,10279,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,142,138,132],""all_points_y"":[152,154,134,134]}",{}
003026.jpg,10269,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,143,139,131],""all_points_y"":[152,154,133,134]}",{}
003027.jpg,10280,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,143,138,131],""all_points_y"":[152,154,134,133]}",{}
003028.jpg,10299,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,143,139,131],""all_points_y"":[151,154,133,133]}",{}
003029.jpg,10269,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,143,139,131],""all_points_y"":[151,153,132,132]}",{}
003030.jpg,10249,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,143,140,132],""all_points_y"":[151,154,132,132]}",{}
003031.jpg,10282,{},1,0,"{""name"":""polygon"",""all_points_x"":[126,143,140,132],""all_points_y"":[151,153,133,133]}",{}
003032.jpg,10269,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,145,140,133],""all_points_y"":[153,154,132,133]}",{}
003033.jpg,10275,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,144,140,133],""all_points_y"":[152,153,132,132]}",{}
003034.jpg,10310,{},1,0,"{""name"":""polygon"",""all_points_x"":[127,145,140,133],""all_points_y"":[153,153,132,131]}",{}
003035.jpg,10270,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,146,141,133],""all_points_y"":[151,153,131,131]}",{}
003036.jpg,10219,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,146,140,133],""all_points_y"":[151,152,131,131]}",{}
003037.jpg,10256,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,146,141,134],""all_points_y"":[151,152,132,132]}",{}
003038.jpg,10299,{},1,0,"{""name"":""polygon"",""all_points_x"":[128,146,141,134],""all_points_y"":[151,153,131,131]}",{}
003039.jpg,10312,{},1,0,"{""name"":""polygon"",""all_points_x"":[129,146,142,134],""all_points_y"":[150,153,130,131]}",{}
003040.jpg,10276,{},1,0,"{""name"":""polygon"",""all_points_x"":[130,147,142,135],""all_points_y"":[150,152,130,130]}",{}
003041.jpg,10315,{},1,0,"{""name"":""polygon"",""all_points_x"":[131,147,142,135],""all_points_y"":[149,152,131,131]}",{}
003042.jpg,10278,{},1,0,"{""name"":""polygon"",""all_points_x"":[131,147,143,136],""all_points_y"":[150,152,130,130]}",{}
003043.jpg,10287,{},1,0,"{""name"":""polygon"",""all_points_x"":[132,148,143,137],""all_points_y"":[150,151,130,130]}",{}
003044.jpg,10358,{},1,0,"{""name"":""polygon"",""all_points_x"":[131,149,144,135],""all_points_y"":[149,151,130,130]}",{}
003045.jpg,10380,{},1,0,"{""name"":""polygon"",""all_points_x"":[133,149,145,137],""all_points_y"":[148,151,129,129]}",{}
